Animal ID,Datetime_of_Intake,MonthYear_of_Intake,Found Location,Intake Type,Intake Condition,Sex upon Intake,Age upon Intake,Name,Datetime_of_Outcome,MonthYear_of_Outcome,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Length_of_Stay
A768861,2018-03-26 14:47:00,3/26/2018 14:47,18701 Blake Manor Rd in Travis (TX),Stray,Normal,Unknown,1 day,,2018-03-26 00:00:00,3/26/2018 0:00,3/25/2018,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Brown Tabby/White,-1 days +09:13:00.000000000
A768862,2018-03-26 14:47:00,3/26/2018 14:47,18701 Blake Manor Rd in Travis (TX),Stray,Normal,Unknown,1 day,,2018-03-26 00:00:00,3/26/2018 0:00,3/25/2018,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Brown Tabby/White,-1 days +09:13:00.000000000
A768863,2018-03-26 14:47:00,3/26/2018 14:47,18701 Blake Manor Rd in Travis (TX),Stray,Normal,Unknown,1 day,,2018-03-26 00:00:00,3/26/2018 0:00,3/25/2018,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Brown Tabby/White,-1 days +09:13:00.000000000
A768864,2018-03-26 14:47:00,3/26/2018 14:47,18701 Blake Manor Rd in Travis (TX),Stray,Normal,Unknown,1 day,,2018-03-26 00:00:00,3/26/2018 0:00,3/25/2018,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Brown Tabby/White,-1 days +09:13:00.000000000
A769677,2018-04-08 16:31:00,4/8/2018 16:31,5601 Little Theater Bend in Austin (TX),Stray,Normal,Unknown,1 week,,2018-04-08 00:00:00,4/8/2018 0:00,4/1/2018,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Calico/White,-1 days +07:29:00.000000000
A769678,2018-04-08 16:31:00,4/8/2018 16:31,5601 Little Theater Bend in Austin (TX),Stray,Normal,Unknown,1 week,,2018-04-08 00:00:00,4/8/2018 0:00,4/1/2018,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Tortie,-1 days +07:29:00.000000000
A769679,2018-04-08 16:31:00,4/8/2018 16:31,5601 Little Theater Bend in Austin (TX),Stray,Normal,Unknown,1 week,,2018-04-08 00:00:00,4/8/2018 0:00,4/1/2018,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Tortie,-1 days +07:29:00.000000000
A769994,2018-04-13 19:04:00,4/13/2018 19:04,1803 Rutland Drive in Austin (TX),Stray,Sick,Unknown,2 months,Unknown,2018-04-13 09:12:00,4/13/2018 9:12,1/13/2018,Died,At Vet,Cat,Unknown,2 months,Domestic Shorthair Mix,Black/White,-1 days +14:08:00.000000000
A770916,2018-04-27 11:43:00,4/27/2018 11:43,10195 Thistle Ridge in Austin (TX),Stray,Normal,Intact Male,1 year,Oso,2018-04-27 10:56:00,4/27/2018 10:56,4/27/2017,Return to Owner,,Dog,Intact Male,1 year,Great Pyrenees Mix,White/Cream,-1 days +23:13:00.000000000
A770917,2018-04-27 11:43:00,4/27/2018 11:43,10195 Thistle Ridge in Austin (TX),Stray,Normal,Spayed Female,4 years,Brownie,2018-04-27 10:55:00,4/27/2018 10:55,10/27/2013,Return to Owner,,Dog,Spayed Female,4 years,German Shepherd,Black/Brown,-1 days +23:12:00.000000000
A771183,2018-05-01 15:10:00,5/1/2018 15:10,Lamar And 24Th in Austin (TX),Stray,Nursing,Unknown,4 weeks,,2018-05-01 00:00:00,5/1/2018 0:00,4/1/2018,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Black,-1 days +08:50:00.000000000
A771184,2018-05-01 15:10:00,5/1/2018 15:10,Lamar And 24Th in Austin (TX),Stray,Nursing,Unknown,4 weeks,,2018-05-01 00:00:00,5/1/2018 0:00,4/1/2018,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Black,-1 days +08:50:00.000000000
A771185,2018-05-01 15:10:00,5/1/2018 15:10,Lamar And 24Th in Austin (TX),Stray,Nursing,Unknown,4 weeks,,2018-05-01 00:00:00,5/1/2018 0:00,4/1/2018,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Black,-1 days +08:50:00.000000000
A771186,2018-05-01 15:10:00,5/1/2018 15:10,Lamar And 24Th in Austin (TX),Stray,Nursing,Unknown,4 weeks,,2018-05-01 00:00:00,5/1/2018 0:00,4/1/2018,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Black,-1 days +08:50:00.000000000
A771198,2018-05-01 18:30:00,5/1/2018 18:30,1100 Miss Kimberly Lane in Pflugerville (TX),Stray,Normal,Unknown,2 weeks,,2018-05-01 00:00:00,5/1/2018 0:00,4/16/2018,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black,-1 days +05:30:00.000000000
A771199,2018-05-01 18:35:00,5/1/2018 18:35,Hyside Drive in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2018-05-01 00:00:00,5/1/2018 0:00,4/10/2018,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Gray Tabby,-1 days +05:25:00.000000000
A771665,2018-05-08 13:11:00,5/8/2018 13:11,19420 Brent Knoll Drive in Travis (TX),Stray,Normal,Intact Male,4 years,Fester,2018-05-08 12:32:00,5/8/2018 12:32,5/8/2014,Return to Owner,,Dog,Intact Male,4 years,Pug,Fawn,-1 days +23:21:00.000000000
A771694,2018-05-09 07:41:00,5/9/2018 7:41,340 S Lamar  #3250 in Austin (TX),Stray,Nursing,Intact Female,1 weeks,,2018-05-09 00:00:00,5/9/2018 0:00,4/28/2018,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Medium Hair Mix,Brown Tabby/Black,-1 days +16:19:00.000000000
A771695,2018-05-09 07:41:00,5/9/2018 7:41,340 S Lamar  #3250 in Austin (TX),Stray,Nursing,Intact Male,1 weeks,,2018-05-09 00:00:00,5/9/2018 0:00,4/28/2018,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Medium Hair Mix,Black/White,-1 days +16:19:00.000000000
A771696,2018-05-09 07:41:00,5/9/2018 7:41,340 S Lamar  #3250 in Austin (TX),Stray,Nursing,Intact Male,1 weeks,,2018-05-09 00:00:00,5/9/2018 0:00,4/28/2018,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Medium Hair Mix,Black/White,-1 days +16:19:00.000000000
A771697,2018-05-09 07:41:00,5/9/2018 7:41,340 S Lamar  #3250 in Austin (TX),Stray,Injured,Intact Male,1 weeks,,2018-05-09 00:00:00,5/9/2018 0:00,4/28/2018,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Medium Hair Mix,Blue,-1 days +16:19:00.000000000
A771758,2018-05-09 16:59:00,5/9/2018 16:59,1821 Chula Vista Dr in Travis (TX),Wildlife,Sick,Unknown,2 years,,2018-05-09 09:21:00,5/9/2018 9:21,5/9/2016,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Red,-1 days +16:22:00.000000000
A771770,2018-05-09 21:20:00,5/9/2018 21:20,5401 Loadstone Cv in Austin (TX),Stray,Injured,Unknown,3 months,,2018-05-09 20:29:00,5/9/2018 20:29,1/9/2018,Euthanasia,At Vet,Cat,Unknown,3 months,Domestic Shorthair Mix,Gray Tabby/White,-1 days +23:09:00.000000000
A771856,2018-05-11 08:28:00,5/11/2018 8:28,7201 Levander Loop in Austin (TX),Stray,Other,Unknown,2 weeks,,2018-05-11 00:00:00,5/11/2018 0:00,4/26/2018,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Cream,-1 days +15:32:00.000000000
A771857,2018-05-11 08:28:00,5/11/2018 8:28,7201 Levander Loop in Austin (TX),Stray,Other,Unknown,2 weeks,,2018-05-11 00:00:00,5/11/2018 0:00,4/26/2018,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange,-1 days +15:32:00.000000000
A771858,2018-05-11 08:28:00,5/11/2018 8:28,7201 Levander Loop in Austin (TX),Stray,Other,Unknown,2 weeks,,2018-05-11 00:00:00,5/11/2018 0:00,4/26/2018,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Gray,-1 days +15:32:00.000000000
A772143,2018-05-15 11:06:00,5/15/2018 11:06,Del Valle (TX),Owner Surrender,Normal,Intact Female,8 months,Lila,2018-05-15 00:00:00,5/15/2018 0:00,8/15/2017,Transfer,Partner,Dog,Intact Female,8 months,Chihuahua Shorthair Mix,White/Brown,-1 days +12:54:00.000000000
A772320,2018-05-17 19:07:00,5/17/2018 19:07,Austin (TX),Stray,Normal,Unknown,2 days,,2018-05-17 00:00:00,5/17/2018 0:00,5/15/2018,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Black/White,-1 days +04:53:00.000000000
A772323,2018-05-17 19:07:00,5/17/2018 19:07,Austin (TX),Stray,Normal,Unknown,2 days,,2018-05-17 00:00:00,5/17/2018 0:00,5/15/2018,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Black/White,-1 days +04:53:00.000000000
A772324,2018-05-17 19:07:00,5/17/2018 19:07,Austin (TX),Stray,Normal,Unknown,2 days,,2018-05-17 00:00:00,5/17/2018 0:00,5/15/2018,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Black/White,-1 days +04:53:00.000000000
A772338,2018-05-18 10:29:00,5/18/2018 10:29,8001 Hayride in Del Valle (TX),Stray,Normal,Unknown,1 week,,2018-05-18 00:00:00,5/18/2018 0:00,5/11/2018,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,White/Black,-1 days +13:31:00.000000000
A772339,2018-05-18 10:29:00,5/18/2018 10:29,8001 Hayride in Del Valle (TX),Stray,Normal,Unknown,1 week,,2018-05-18 00:00:00,5/18/2018 0:00,5/11/2018,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,White/Blue,-1 days +13:31:00.000000000
A772395,2018-05-19 11:03:00,5/19/2018 11:03,3809 Caldwell Lane in Del Valle (TX),Stray,Normal,Unknown,1 week,,2018-05-19 00:00:00,5/19/2018 0:00,5/12/2018,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Blue Tabby,-1 days +12:57:00.000000000
A772396,2018-05-19 11:03:00,5/19/2018 11:03,3809 Caldwell Lane in Del Valle (TX),Stray,Normal,Unknown,1 week,,2018-05-19 00:00:00,5/19/2018 0:00,5/12/2018,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Blue Tabby,-1 days +12:57:00.000000000
A772397,2018-05-19 11:03:00,5/19/2018 11:03,3809 Caldwell Lane in Del Valle (TX),Stray,Normal,Unknown,1 week,,2018-05-19 00:00:00,5/19/2018 0:00,5/12/2018,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Blue Tabby,-1 days +12:57:00.000000000
A772398,2018-05-19 11:03:00,5/19/2018 11:03,3809 Caldwell Lane in Del Valle (TX),Stray,Normal,Unknown,1 week,,2018-05-19 00:00:00,5/19/2018 0:00,5/12/2018,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Blue Tabby,-1 days +12:57:00.000000000
A772402,2018-05-19 12:16:00,5/19/2018 12:16,3110 Wickham Lane in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2018-05-19 00:00:00,5/19/2018 0:00,4/27/2018,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Gray Tabby,-1 days +11:44:00.000000000
A772403,2018-05-19 12:16:00,5/19/2018 12:16,3110 Wickham Lane in Austin (TX),Stray,Normal,Intact Female,3 weeks,,2018-05-19 00:00:00,5/19/2018 0:00,4/27/2018,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Gray Tabby/White,-1 days +11:44:00.000000000
A772404,2018-05-19 12:16:00,5/19/2018 12:16,3110 Wickham Lane in Austin (TX),Stray,Normal,Intact Female,3 weeks,,2018-05-19 00:00:00,5/19/2018 0:00,4/27/2018,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Gray Tabby/White,-1 days +11:44:00.000000000
A772405,2018-05-19 12:16:00,5/19/2018 12:16,3110 Wickham Lane in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2018-05-19 00:00:00,5/19/2018 0:00,4/27/2018,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Brown Tabby/White,-1 days +11:44:00.000000000
A772970,2018-05-25 15:38:00,5/25/2018 15:38,Hwy 71 in Austin (TX),Stray,Normal,Unknown,5 days,,2018-05-25 00:00:00,5/25/2018 0:00,5/20/2018,Transfer,Partner,Cat,Unknown,5 days,Domestic Shorthair Mix,Gray/White,-1 days +08:22:00.000000000
A773177,2018-05-29 07:09:00,5/29/2018 7:09,4434 Frontier Trail in Austin (TX),Stray,Injured,Intact Female,2 months,,2018-05-29 00:00:00,5/29/2018 0:00,3/14/2018,Died,At Vet,Dog,Intact Female,2 months,Labrador Retriever Mix,Brown/Black,-1 days +16:51:00.000000000
A773475,2018-06-01 15:01:00,6/1/2018 15:01,9805 Chiltree Drive in Austin (TX),Stray,Normal,Neutered Male,5 months,,2018-06-01 00:00:00,6/1/2018 0:00,12/1/2017,Transfer,Partner,Dog,Neutered Male,5 months,Cairn Terrier Mix,Brown/White,-1 days +08:59:00.000000000
A773513,2018-06-02 12:24:00,6/2/2018 12:24,2005 Willow Creek in Austin (TX),Stray,Injured,Intact Female,2 weeks,,2018-06-02 00:00:00,6/2/2018 0:00,5/18/2018,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,White/Black,-1 days +11:36:00.000000000
A773753,2018-06-05 11:17:00,6/5/2018 11:17,Austin (TX),Stray,Normal,Intact Male,3 weeks,,2018-06-05 00:00:00,6/5/2018 0:00,5/15/2018,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby,-1 days +12:43:00.000000000
A773754,2018-06-05 11:17:00,6/5/2018 11:17,Austin (TX),Stray,Normal,Intact Male,3 weeks,,2018-06-05 00:00:00,6/5/2018 0:00,5/15/2018,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby,-1 days +12:43:00.000000000
A773755,2018-06-05 11:17:00,6/5/2018 11:17,Austin (TX),Stray,Normal,Intact Female,3 weeks,,2018-06-05 00:00:00,6/5/2018 0:00,5/15/2018,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,-1 days +12:43:00.000000000
A773756,2018-06-05 11:17:00,6/5/2018 11:17,Austin (TX),Stray,Normal,Intact Female,3 weeks,,2018-06-05 00:00:00,6/5/2018 0:00,5/15/2018,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,-1 days +12:43:00.000000000
A773759,2018-06-05 11:39:00,6/5/2018 11:39,12349 Metric Boulevard in Austin (TX),Stray,Normal,Intact Female,3 weeks,,2018-06-05 00:00:00,6/5/2018 0:00,5/15/2018,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White,-1 days +12:21:00.000000000
A773760,2018-06-05 11:39:00,6/5/2018 11:39,12349 Metric Boulevard in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2018-06-05 00:00:00,6/5/2018 0:00,5/15/2018,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Black,-1 days +12:21:00.000000000
A773761,2018-06-05 11:39:00,6/5/2018 11:39,12349 Metric Boulevard in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2018-06-05 00:00:00,6/5/2018 0:00,5/15/2018,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,-1 days +12:21:00.000000000
A773762,2018-06-05 11:39:00,6/5/2018 11:39,12349 Metric Boulevard in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2018-06-05 00:00:00,6/5/2018 0:00,5/15/2018,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,-1 days +12:21:00.000000000
A773899,2018-06-07 11:35:00,6/7/2018 11:35,Austin (TX),Owner Surrender,Normal,Spayed Female,4 years,Babs,2018-06-07 00:00:00,6/7/2018 0:00,6/7/2014,Transfer,Partner,Dog,Spayed Female,4 years,Shih Tzu,White/Black,-1 days +12:25:00.000000000
A773964,2018-06-08 11:36:00,6/8/2018 11:36,1201 Loma Drive in Austin (TX),Stray,Normal,Unknown,3 weeks,,2018-06-08 00:00:00,6/8/2018 0:00,5/17/2018,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White,-1 days +12:24:00.000000000
A773965,2018-06-08 11:36:00,6/8/2018 11:36,1201 Loma Drive in Austin (TX),Stray,Normal,Unknown,3 weeks,,2018-06-08 00:00:00,6/8/2018 0:00,5/17/2018,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White,-1 days +12:24:00.000000000
A773966,2018-06-08 11:36:00,6/8/2018 11:36,1201 Loma Drive in Austin (TX),Stray,Normal,Unknown,3 weeks,,2018-06-08 00:00:00,6/8/2018 0:00,5/17/2018,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White,-1 days +12:24:00.000000000
A774024,2018-06-09 11:12:00,6/9/2018 11:12,12300 Riata Trace Parkway in Austin (TX),Stray,Normal,Intact Female,4 weeks,,2018-06-09 00:00:00,6/9/2018 0:00,5/9/2018,Transfer,Partner,Cat,Intact Female,4 weeks,Turkish Van Mix,White/Black,-1 days +12:48:00.000000000
A774025,2018-06-09 11:12:00,6/9/2018 11:12,12300 Riata Trace Parkway in Austin (TX),Stray,Normal,Intact Male,4 weeks,,2018-06-09 00:00:00,6/9/2018 0:00,5/9/2018,Transfer,Partner,Cat,Intact Male,4 weeks,Turkish Van Mix,White/Black,-1 days +12:48:00.000000000
A774026,2018-06-09 11:12:00,6/9/2018 11:12,12300 Riata Trace Parkway in Austin (TX),Stray,Normal,Intact Female,4 weeks,,2018-06-09 00:00:00,6/9/2018 0:00,5/9/2018,Transfer,Partner,Cat,Intact Female,4 weeks,Turkish Van Mix,White/Black,-1 days +12:48:00.000000000
A774027,2018-06-09 11:12:00,6/9/2018 11:12,12300 Riata Trace Parkway in Austin (TX),Stray,Normal,Intact Male,3 weeks,,2018-06-09 00:00:00,6/9/2018 0:00,5/19/2018,Transfer,Partner,Cat,Intact Male,3 weeks,Turkish Van Mix,White/Black,-1 days +12:48:00.000000000
A774145,2018-06-10 18:45:00,6/10/2018 18:45,12166 Metric Boulevard in Austin (TX),Stray,Normal,Unknown,2 months,,2018-06-10 00:00:00,6/10/2018 0:00,3/27/2018,Transfer,Partner,Cat,Unknown,2 months,Domestic Shorthair Mix,White/Black Tabby,-1 days +05:15:00.000000000
A774147,2018-06-11 07:45:00,6/11/2018 7:45,6600 Elm Creek in Austin (TX),Stray,Injured,Intact Female,4 weeks,,2018-06-11 00:00:00,6/11/2018 0:00,5/10/2018,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black/White,-1 days +16:15:00.000000000
A775022,2018-06-23 12:57:00,6/23/2018 12:57,1201 East Rundberg Lane in Austin (TX),Stray,Normal,Intact Female,4 weeks,,2018-06-23 00:00:00,6/23/2018 0:00,5/23/2018,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair,Gray Tabby/White,-1 days +11:03:00.000000000
A775329,2018-06-28 11:52:00,6/28/2018 11:52,Travis (TX),Owner Surrender,Normal,Intact Female,4 years,Chiquita,2018-06-28 00:00:00,6/28/2018 0:00,6/28/2014,Transfer,Partner,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Tan,-1 days +12:08:00.000000000
A775458,2018-06-30 13:19:00,6/30/2018 13:19,4424 Meadow in Travis (TX),Stray,Normal,Intact Male,3 weeks,,2018-06-30 00:00:00,6/30/2018 0:00,6/7/2018,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby/White,-1 days +10:41:00.000000000
A775459,2018-06-30 13:19:00,6/30/2018 13:19,4424 Meadow in Travis (TX),Stray,Normal,Intact Male,3 weeks,,2018-06-30 00:00:00,6/30/2018 0:00,6/7/2018,Transfer,Partner,Cat,Intact Male,3 weeks,Siamese Mix,Lynx Point,-1 days +10:41:00.000000000
A775460,2018-06-30 13:19:00,6/30/2018 13:19,4424 Meadow in Travis (TX),Stray,Normal,Intact Female,3 weeks,,2018-06-30 00:00:00,6/30/2018 0:00,6/7/2018,Transfer,Partner,Cat,Intact Female,3 weeks,Siamese Mix,Tortie Point,-1 days +10:41:00.000000000
A775462,2018-06-30 13:47:00,6/30/2018 13:47,Austin (TX),Stray,Normal,Unknown,5 months,,2018-06-30 00:00:00,6/30/2018 0:00,12/30/2017,Relocate,,Other,Unknown,5 months,Raccoon Mix,Black/Gray,-1 days +10:13:00.000000000
A775471,2018-06-30 15:07:00,6/30/2018 15:07,11441 North Ih 35 in Austin (TX),Stray,Normal,Intact Female,4 weeks,,2018-06-30 00:00:00,6/30/2018 0:00,5/30/2018,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Medium Hair Mix,Black,-1 days +08:53:00.000000000
A775472,2018-06-30 15:07:00,6/30/2018 15:07,11441 North Ih 35 in Austin (TX),Stray,Normal,Intact Female,4 weeks,,2018-06-30 00:00:00,6/30/2018 0:00,5/30/2018,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Medium Hair Mix,Black/White,-1 days +08:53:00.000000000
A776138,2018-07-09 14:38:00,7/9/2018 14:38,7201 Levander in Austin (TX),Stray,Normal,Unknown,2 months,,2018-07-09 00:00:00,7/9/2018 0:00,4/9/2018,Transfer,Partner,Bird,Unknown,2 months,Duck Mix,Brown/Yellow,-1 days +09:22:00.000000000
A776139,2018-07-09 14:38:00,7/9/2018 14:38,Austin (TX),Stray,Normal,Unknown,2 months,,2018-07-09 00:00:00,7/9/2018 0:00,4/9/2018,Transfer,Partner,Bird,Unknown,2 months,Duck Mix,Brown/Yellow,-1 days +09:22:00.000000000
A776440,2018-07-13 16:33:00,7/13/2018 16:33,3304 Hycreek in Austin (TX),Stray,Sick,Intact Female,2 years,,2018-07-13 09:54:00,7/13/2018 9:54,7/13/2016,Died,At Vet,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie,-1 days +17:21:00.000000000
A776442,2018-07-13 16:33:00,7/13/2018 16:33,3304 Hycreek in Austin (TX),Stray,Normal,Intact Male,0 years,,2018-07-13 00:00:00,7/13/2018 0:00,7/13/2018,Transfer,Partner,Cat,Intact Male,0 years,Domestic Shorthair Mix,Black,-1 days +07:27:00.000000000
A776443,2018-07-13 16:33:00,7/13/2018 16:33,3304 Hycreek in Austin (TX),Stray,Normal,Intact Male,1 week,,2018-07-13 00:00:00,7/13/2018 0:00,7/6/2018,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Blue,-1 days +07:27:00.000000000
A776444,2018-07-13 16:33:00,7/13/2018 16:33,3304 Hycreek in Austin (TX),Stray,Normal,Intact Male,0 years,,2018-07-13 00:00:00,7/13/2018 0:00,7/13/2018,Transfer,Partner,Cat,Intact Male,0 years,Domestic Shorthair Mix,Black,-1 days +07:27:00.000000000
A776445,2018-07-13 16:33:00,7/13/2018 16:33,3304 Hycreek in Austin (TX),Stray,Normal,Intact Female,0 years,,2018-07-13 00:00:00,7/13/2018 0:00,7/13/2018,Transfer,Partner,Cat,Intact Female,0 years,Domestic Shorthair Mix,Tortie,-1 days +07:27:00.000000000
A777152,2018-07-24 11:59:00,7/24/2018 11:59,9015 Capitol Drive in Austin (TX),Stray,Normal,Unknown,4 days,,2018-07-24 00:00:00,7/24/2018 0:00,7/20/2018,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Brown Tabby,-1 days +12:01:00.000000000
A777154,2018-07-24 11:59:00,7/24/2018 11:59,9015 Capitol Drive in Austin (TX),Stray,Normal,Unknown,4 days,,2018-07-24 00:00:00,7/24/2018 0:00,7/20/2018,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Black,-1 days +12:01:00.000000000
A777155,2018-07-24 11:59:00,7/24/2018 11:59,9015 Capitol Drive in Austin (TX),Stray,Normal,Unknown,4 days,,2018-07-24 00:00:00,7/24/2018 0:00,7/20/2018,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Brown Tabby,-1 days +12:01:00.000000000
A777258,2018-07-26 07:47:00,7/26/2018 7:47,11410 Century Oaks Terrace in Austin (TX),Stray,Injured,Intact Male,1 month,,2018-07-26 00:00:00,7/26/2018 0:00,6/11/2018,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby,-1 days +16:13:00.000000000
A777434,2018-07-28 14:28:00,7/28/2018 14:28,6600 Elm Creek Drive in Austin (TX),Stray,Normal,Unknown,4 weeks,,2018-07-28 00:00:00,7/28/2018 0:00,6/28/2018,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Orange Tabby,-1 days +09:32:00.000000000
A777436,2018-07-28 14:36:00,7/28/2018 14:36,816 Sahara in Austin (TX),Stray,Normal,Unknown,4 weeks,,2018-07-28 14:33:00,7/28/2018 14:33,6/28/2018,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Tortie,-1 days +23:57:00.000000000
A778014,2018-08-07 13:08:00,8/7/2018 13:08,907 West Slaughter Lane in Austin (TX),Stray,Normal,Neutered Male,1 year,Ace,2018-08-07 00:00:00,8/7/2018 0:00,2/7/2017,Return to Owner,,Dog,Neutered Male,1 year,Standard Poodle/Labrador Retriever,Tan,-1 days +10:52:00.000000000
A778419,2018-08-14 14:01:00,8/14/2018 14:01,Cameron Road And East 51St Street in Austin (TX),Stray,Normal,Intact Male,1 year,Roqui,2018-08-14 09:26:00,8/14/2018 9:26,8/14/2017,Return to Owner,,Dog,Intact Male,1 year,Labrador Retriever Mix,Tricolor,-1 days +19:25:00.000000000
A779197,2018-08-27 12:37:00,8/27/2018 12:37,Austin (TX),Stray,Sick,Intact Female,2 years,,2018-08-27 00:00:00,8/27/2018 0:00,8/27/2016,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue/White,-1 days +11:23:00.000000000
A779543,2018-09-02 14:43:00,9/2/2018 14:43,9705 Eastwend Dr B in Austin (TX),Public Assist,Sick,Intact Male,1 month,,2018-09-02 07:50:00,9/2/2018 7:50,7/24/2018,Died,In Kennel,Dog,Intact Male,1 month,Boxer Mix,Brown,-1 days +17:07:00.000000000
A779797,2018-09-05 16:48:00,9/5/2018 16:48,6403 Johnny Morris Road in Austin (TX),Stray,Normal,Intact Male,4 months,,2018-09-05 00:00:00,9/5/2018 0:00,5/5/2018,Euthanasia,Suffering,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby,-1 days +07:12:00.000000000
A780020,2018-09-08 15:41:00,9/8/2018 15:41,2201 Montopolis in Austin (TX),Stray,Normal,Unknown,2 weeks,,2018-09-08 00:00:00,9/8/2018 0:00,8/24/2018,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,-1 days +08:19:00.000000000
A781825,2019-03-15 18:11:00,3/15/2019 18:11,San Pedro Steet And 28Th 1/2 Street in Austin (TX),Stray,Normal,Intact Female,2 years,Dixie,2019-03-15 00:00:00,3/15/2019 0:00,10/6/2016,Return to Owner,,Dog,Intact Female,2 years,German Shepherd/Alaskan Husky,Black/Brown,-1 days +05:49:00.000000000
